date,store_type,sales,discount_average,has_new_product,is_weekend,market,tavg
2021-01-02,type_3,2481.51,27.97,0,1,market_2,17.4
2021-01-02,type_2,53.32,55.0,0,1,market_2,17.4
2021-01-03,type_3,1848.15,31.84,0,1,market_2,18.2
2021-01-03,type_1,150.96,35.0,0,1,market_2,18.2
2021-01-03,type_2,140.64,10.0,0,1,market_2,18.2
2021-01-04,type_3,2651.62,28.8,0,0,market_2,18.4
2021-01-04,type_2,149.46,10.0,0,0,market_2,18.4
2021-01-05,type_3,1845.9,27.69,0,0,market_2,20.2
2021-01-05,type_2,175.71,10.0,0,0,market_2,20.2
2021-01-07,type_3,2483.51,28.44,0,0,market_2,21.2
2021-01-07,type_2,37.95,20.126992639327025,0,0,market_2,21.2
2021-01-08,type_3,2618.23,29.33,1,1,market_2,17.7
2021-01-08,type_2,189.83,10.0,0,1,market_2,17.7
2021-01-09,type_3,2697.2,29.02,0,1,market_2,15.6
2021-01-09,type_2,179.4,20.126992639327025,0,1,market_2,15.6
2021-01-11,type_3,2351.48,30.48,0,0,market_2,15.9
2021-01-11,type_2,531.6,20.126992639327025,0,0,market_2,15.9
2021-01-12,type_3,2477.11,28.87,0,0,market_2,16.4
2021-01-12,type_2,307.15,10.0,0,0,market_2,16.4
2021-01-13,type_3,2676.13,28.65,0,0,market_2,16.9
2021-01-13,type_2,249.8,100.0,0,0,market_2,16.9
2021-01-14,type_3,2594.93,27.2,0,0,market_2,16.5
2021-01-14,type_2,452.68,92.5,0,0,market_2,16.5
2021-01-15,type_3,2493.19,28.44,0,1,market_2,17.3
2021-01-15,type_2,356.9,10.0,0,1,market_2,17.3
2021-01-16,type_3,2511.25,27.12,0,1,market_2,17.9
2021-01-16,type_2,564.23,10.0,0,1,market_2,17.9
2021-01-18,type_3,1706.28,31.62,0,0,market_2,16.7
2021-01-18,type_1,3864.6,64.36,0,0,market_2,16.7
2021-01-18,type_2,867.93,10.0,0,0,market_2,16.7
2021-01-19,type_3,1419.19,30.81,0,0,market_2,16.7
2021-01-19,type_1,3925.05,30.0,0,0,market_2,16.7
2021-01-19,type_2,771.43,36.36,0,0,market_2,16.7
2021-01-20,type_3,1596.84,30.56,1,0,market_2,17.1
2021-01-20,type_1,4389.75,30.0,0,0,market_2,17.1
2021-01-20,type_2,1147.65,10.0,1,0,market_2,17.1
2021-01-21,type_3,1502.12,32.6,0,0,market_2,18.3
2021-01-21,type_1,3233.52,32.98,0,0,market_2,18.3
2021-01-21,type_2,903.39,10.0,1,0,market_2,18.3
2021-01-22,type_3,1699.76,30.8,0,1,market_2,19.6
2021-01-22,type_1,4849.48,31.53,1,1,market_2,19.6
2021-01-22,type_2,1254.86,10.0,0,1,market_2,19.6
2021-01-23,type_3,1992.18,34.09,1,1,market_2,18.9
2021-01-23,type_1,6497.78,42.86,0,1,market_2,18.9
2021-01-23,type_2,1257.44,28.0,0,1,market_2,18.9
2021-01-25,type_3,1322.11,34.98,0,0,market_2,18.5
2021-01-25,type_1,4011.14,42.6,0,0,market_2,18.5
2021-01-25,type_2,967.65,14.52,1,0,market_2,18.5
2021-01-26,type_3,1361.71,29.5,0,0,market_2,17.9
2021-01-26,type_1,3846.35,30.44,1,0,market_2,17.9
2021-01-26,type_2,992.44,16.21,0,0,market_2,17.9
2021-01-27,type_3,1387.5,29.9,0,0,market_2,18.2
2021-01-27,type_1,4053.9,29.41,0,0,market_2,18.2
2021-01-27,type_2,865.4,35.86,0,0,market_2,18.2
2021-01-28,type_3,1513.58,29.08,0,0,market_2,18.7
2021-01-28,type_1,4113.13,29.47,0,0,market_2,18.7
2021-01-28,type_2,1154.51,20.77,0,0,market_2,18.7
2021-01-29,type_3,1248.38,29.52,0,1,market_2,18.9
2021-01-29,type_1,4211.11,29.26,0,1,market_2,18.9
2021-01-29,type_2,1193.51,18.1,0,1,market_2,18.9
2021-01-30,type_3,1612.19,33.24,0,1,market_2,18.7
2021-01-30,type_1,5987.86,40.37,0,1,market_2,18.7
2021-01-30,type_2,1311.15,23.08,0,1,market_2,18.7
2021-02-01,type_3,1612.88,29.59,0,0,market_2,19.5
2021-02-01,type_1,4944.37,31.16,1,0,market_2,19.5
2021-02-01,type_2,869.65,29.17,0,0,market_2,19.5
2021-02-03,type_3,1529.9,30.96,0,0,market_2,17.8
2021-02-03,type_1,4357.1,30.0,1,0,market_2,17.8
2021-02-03,type_2,1078.82,20.0,0,0,market_2,17.8
2021-02-04,type_3,1371.01,30.0,0,0,market_2,16.7
2021-02-04,type_1,4208.09,33.71,1,0,market_2,16.7
2021-02-04,type_2,1171.68,13.33,0,0,market_2,16.7
