date,store_type,sales,discount_average,has_new_product,is_weekend,market
2021-01-02,type_3,2481.51,27.97,0,1,market_2
2021-01-02,type_2,53.32,55.00,0,1,market_2
2021-01-03,type_3,1848.15,31.84,0,1,market_2
2021-01-03,type_1,150.96,35.00,0,1,market_2
2021-01-03,type_2,140.64,10.00,0,1,market_2
2021-01-04,type_3,2651.62,28.80,0,0,market_2
2021-01-04,type_2,149.46,10.00,0,0,market_2
2021-01-05,type_3,1845.90,27.69,0,0,market_2
2021-01-05,type_2,175.71,10.00,0,0,market_2
2021-01-07,type_3,2483.51,28.44,0,0,market_2
2021-01-07,type_2,37.95,,0,0,market_2
2021-01-08,type_3,2618.23,29.33,1,1,market_2
2021-01-08,type_2,189.83,10.00,0,1,market_2
2021-01-09,type_3,2697.20,29.02,0,1,market_2
2021-01-09,type_2,179.40,,0,1,market_2
2021-01-11,type_3,2351.48,30.48,0,0,market_2
2021-01-11,type_2,531.60,,0,0,market_2
2021-01-12,type_3,2477.11,28.87,0,0,market_2
2021-01-12,type_2,307.15,10.00,0,0,market_2
2021-01-13,type_3,2676.13,28.65,0,0,market_2
2021-01-13,type_2,249.80,100.00,0,0,market_2
2021-01-14,type_3,2594.93,27.20,0,0,market_2
2021-01-14,type_2,452.68,92.50,0,0,market_2
2021-01-15,type_3,2493.19,28.44,0,1,market_2
2021-01-15,type_2,356.90,10.00,0,1,market_2
2021-01-16,type_3,2511.25,27.12,0,1,market_2
2021-01-16,type_2,564.23,10.00,0,1,market_2
2021-01-18,type_3,1706.28,31.62,0,0,market_2
2021-01-18,type_1,3864.60,64.36,0,0,market_2
2021-01-18,type_2,867.93,10.00,0,0,market_2
2021-01-19,type_3,1419.19,30.81,0,0,market_2
2021-01-19,type_1,3925.05,30.00,0,0,market_2
2021-01-19,type_2,771.43,36.36,0,0,market_2
2021-01-20,type_3,1596.84,30.56,1,0,market_2
2021-01-20,type_1,4389.75,30.00,0,0,market_2
2021-01-20,type_2,1147.65,10.00,1,0,market_2
2021-01-21,type_3,1502.12,32.60,0,0,market_2
2021-01-21,type_1,3233.52,32.98,0,0,market_2
2021-01-21,type_2,903.39,10.00,1,0,market_2
