date,store_type,sales,discount_average,has_new_product,is_weekend,market
2021-01-02,type_3,14893.91,10.00,0,1,market_5
2021-01-02,type_2,3901.87,10.00,1,1,market_5
2021-01-03,type_3,20185.66,10.00,0,1,market_5
2021-01-03,type_2,6924.39,10.00,1,1,market_5
2021-01-04,type_3,170777.78,10.00,0,0,market_5
2021-01-04,type_2,40863.52,10.00,1,0,market_5
2021-01-05,type_3,95893.40,10.00,0,0,market_5
2021-01-05,type_1,1389.96,,0,0,market_5
2021-01-05,type_2,26898.61,10.00,1,0,market_5
2021-01-06,type_3,91552.34,10.00,0,0,market_5
2021-01-06,type_2,31587.61,10.00,0,0,market_5
2021-01-07,type_3,98035.85,10.00,0,0,market_5
2021-01-07,type_2,22812.63,10.00,0,0,market_5
2021-01-08,type_3,122618.42,10.00,0,1,market_5
2021-01-08,type_2,39143.37,10.00,0,1,market_5
2021-01-09,type_3,20685.54,10.00,0,1,market_5
2021-01-09,type_2,6593.90,10.00,0,1,market_5
2021-01-10,type_3,23829.75,,0,1,market_5
2021-01-10,type_2,5845.85,10.00,0,1,market_5
2021-01-11,type_3,78881.08,10.00,0,0,market_5
2021-01-11,type_1,152287.93,10.00,0,0,market_5
2021-01-11,type_2,26922.64,10.00,0,0,market_5
2021-01-12,type_3,80573.58,10.00,0,0,market_5
2021-01-12,type_1,202978.79,10.00,0,0,market_5
2021-01-12,type_2,28986.08,10.00,0,0,market_5
2021-01-13,type_3,76753.30,10.00,0,0,market_5
2021-01-13,type_1,178038.81,10.00,0,0,market_5
2021-01-13,type_2,22108.57,10.00,0,0,market_5
2021-01-14,type_3,86347.03,10.00,0,0,market_5
2021-01-14,type_1,183150.93,10.00,0,0,market_5
2021-01-14,type_2,19554.07,10.00,0,0,market_5
2021-01-15,type_3,87255.67,10.00,0,1,market_5
2021-01-15,type_1,213479.07,,0,1,market_5
2021-01-15,type_2,24251.13,10.00,0,1,market_5
2021-01-16,type_3,55988.65,,0,1,market_5
2021-01-16,type_1,8579.96,,0,1,market_5
2021-01-16,type_2,26744.12,10.00,0,1,market_5
2021-01-17,type_3,51879.42,,0,1,market_5
2021-01-17,type_1,18305.08,,0,1,market_5
2021-01-17,type_2,16607.71,10.00,0,1,market_5
2021-01-18,type_3,81852.15,10.00,0,0,market_5
2021-01-18,type_1,196854.39,,0,0,market_5
2021-01-18,type_2,28226.17,10.00,0,0,market_5
2021-01-19,type_3,78331.26,10.00,0,0,market_5
2021-01-19,type_1,195755.32,10.00,0,0,market_5
2021-01-19,type_2,28500.45,10.00,0,0,market_5
2021-01-20,type_3,67430.80,10.00,0,0,market_5
2021-01-20,type_1,146100.57,10.00,0,0,market_5
2021-01-20,type_2,15893.18,10.00,0,0,market_5
2021-01-21,type_3,146008.13,10.00,0,0,market_5
2021-01-21,type_1,356667.72,10.00,0,0,market_5
2021-01-21,type_2,53546.29,10.00,0,0,market_5
2021-01-22,type_3,69293.76,10.00,0,1,market_5
2021-01-22,type_1,211449.54,,0,1,market_5
2021-01-22,type_2,26983.59,10.00,0,1,market_5
2021-01-23,type_3,36984.52,10.00,0,1,market_5
2021-01-23,type_1,10865.10,,0,1,market_5
2021-01-23,type_2,10940.77,10.00,0,1,market_5
2021-01-24,type_3,48214.07,10.00,0,1,market_5
2021-01-24,type_1,21490.14,,0,1,market_5
2021-01-24,type_2,11579.81,,0,1,market_5
2021-01-25,type_3,136313.18,10.00,0,0,market_5
2021-01-25,type_1,309643.53,,0,0,market_5
2021-01-25,type_2,35496.80,10.00,0,0,market_5
2021-01-26,type_3,56541.99,10.00,0,0,market_5
2021-01-26,type_1,167443.77,10.00,0,0,market_5
2021-01-26,type_2,12439.67,10.00,0,0,market_5
2021-01-27,type_3,88127.06,10.00,0,0,market_5
2021-01-27,type_1,222525.27,10.00,0,0,market_5
2021-01-27,type_2,30498.42,10.00,0,0,market_5
2021-01-28,type_3,72686.90,10.00,0,0,market_5
2021-01-28,type_1,190067.02,10.00,0,0,market_5
2021-01-28,type_2,26244.10,10.00,1,0,market_5
2021-01-29,type_3,87062.96,10.00,0,1,market_5
2021-01-29,type_1,189176.46,10.00,0,1,market_5
2021-01-29,type_2,21704.54,10.00,0,1,market_5
2021-01-30,type_3,131368.37,10.00,0,1,market_5
2021-01-30,type_1,400598.12,10.00,1,1,market_5
2021-01-30,type_2,48725.01,10.00,0,1,market_5
2021-01-31,type_3,130044.45,10.00,0,1,market_5
2021-01-31,type_1,414386.13,10.00,0,1,market_5
2021-01-31,type_2,47655.77,10.00,0,1,market_5
2021-02-01,type_3,75456.13,10.00,0,0,market_5
2021-02-01,type_1,156614.31,,0,0,market_5
2021-02-01,type_2,19731.68,10.00,0,0,market_5
2021-02-02,type_3,80159.16,10.00,0,0,market_5
2021-02-02,type_1,177656.68,10.00,1,0,market_5
2021-02-02,type_2,21648.13,10.00,0,0,market_5
2021-02-03,type_3,81846.11,10.00,0,0,market_5
2021-02-03,type_1,169609.07,,0,0,market_5
2021-02-03,type_2,27167.74,10.00,0,0,market_5
2021-02-04,type_3,86698.31,10.00,0,0,market_5
2021-02-04,type_1,186683.75,10.00,0,0,market_5
2021-02-04,type_2,27411.95,10.00,0,0,market_5
2021-02-05,type_3,89705.49,10.00,0,1,market_5
2021-02-05,type_1,218199.48,,0,1,market_5
2021-02-05,type_2,26384.58,10.00,0,1,market_5
2021-02-06,type_3,131551.27,10.00,0,1,market_5
2021-02-06,type_1,389016.55,10.00,0,1,market_5
