date,store_type,sales,discount_average,has_new_product,is_weekend,market,tavg
2021-01-02,type_3,2162.21,38.54,0,1,market_1,17.4
2021-01-02,type_1,6311.62,34.67,0,1,market_1,17.4
2021-01-02,type_2,2625.17,82.0,0,1,market_1,17.4
2021-01-03,type_3,1687.2,33.43,0,1,market_1,18.1
2021-01-03,type_1,5160.21,33.46,0,1,market_1,18.1
2021-01-03,type_2,2083.12,72.31,0,1,market_1,18.1
2021-01-04,type_3,1960.6,30.0,0,0,market_1,18.1
2021-01-04,type_1,4969.73,35.83,0,0,market_1,18.1
2021-01-04,type_2,2776.05,10.0,0,0,market_1,18.1
2021-01-05,type_3,1486.51,28.84,0,0,market_1,20.1
2021-01-05,type_1,4015.92,33.41,0,0,market_1,20.1
2021-01-05,type_2,1862.62,10.0,0,0,market_1,20.1
2021-01-07,type_3,1950.38,32.46,0,0,market_1,21.5
2021-01-07,type_1,5165.44,29.33,1,0,market_1,21.5
2021-01-07,type_2,2775.26,10.0,1,0,market_1,21.5
2021-01-08,type_3,1990.24,32.44,0,1,market_1,18.1
2021-01-08,type_1,5442.88,30.0,1,1,market_1,18.1
2021-01-08,type_2,3024.0,25.0,0,1,market_1,18.1
2021-01-09,type_3,2017.83,30.55,0,1,market_1,15.7
2021-01-09,type_1,6727.98,39.73,0,1,market_1,15.7
2021-01-09,type_2,3162.39,14.0,0,1,market_1,15.7
2021-01-11,type_3,1869.48,30.0,0,0,market_1,15.8
2021-01-11,type_1,4915.16,30.0,1,0,market_1,15.8
2021-01-11,type_2,3019.89,10.0,0,0,market_1,15.8
2021-01-12,type_3,1882.29,37.01,0,0,market_1,15.8
2021-01-12,type_1,5047.65,30.0,0,0,market_1,15.8
2021-01-12,type_2,3549.07,10.0,0,0,market_1,15.8
2021-01-13,type_3,1730.38,30.0,0,0,market_1,17.5
2021-01-13,type_1,4844.54,30.0,1,0,market_1,17.5
2021-01-13,type_2,3324.66,10.0,1,0,market_1,17.5
2021-01-14,type_3,1570.71,41.89,0,0,market_1,17.2
2021-01-14,type_1,3904.05,35.6,0,0,market_1,17.2
2021-01-14,type_2,2622.9,25.0,0,0,market_1,17.2
2021-01-15,type_3,1798.45,30.0,0,1,market_1,17.5
2021-01-15,type_1,5348.22,28.62,0,1,market_1,17.5
2021-01-15,type_2,3013.66,21.319827411167513,0,1,market_1,17.5
2021-01-16,type_3,1815.62,39.22,0,1,market_1,18.0
2021-01-16,type_1,5967.03,35.1,0,1,market_1,18.0
2021-01-16,type_2,2440.09,10.0,0,1,market_1,18.0
2021-01-18,type_3,1861.97,33.86,1,0,market_1,16.8
