date,store_type,sales,discount_average,has_new_product,is_weekend,market,tavg
2021-01-02,type_3,238.30256,10.0,0,1,market_5,23.8
2021-01-02,type_2,62.42992,10.0,1,1,market_5,23.8
2021-01-03,type_3,322.97056,10.0,0,1,market_5,24.6
2021-01-03,type_2,110.79024000000001,10.0,1,1,market_5,24.6
2021-01-04,type_3,2732.44448,10.0,0,0,market_5,24.8
2021-01-04,type_2,653.81632,10.0,1,0,market_5,24.8
2021-01-05,type_3,1534.2944,10.0,0,0,market_5,25.1
2021-01-05,type_1,22.23936,23.323395669291337,0,0,market_5,25.1
2021-01-05,type_2,430.37776,10.0,1,0,market_5,25.1
2021-01-06,type_3,1464.83744,10.0,0,0,market_5,25.1
2021-01-06,type_2,505.40176,10.0,0,0,market_5,25.1
2021-01-07,type_3,1568.5736000000002,10.0,0,0,market_5,25.2
2021-01-07,type_2,365.00208000000003,10.0,0,0,market_5,25.2
2021-01-08,type_3,1961.89472,10.0,0,1,market_5,26.2
2021-01-08,type_2,626.2939200000001,10.0,0,1,market_5,26.2
2021-01-09,type_3,330.96864,10.0,0,1,market_5,25.7
2021-01-09,type_2,105.5024,10.0,0,1,market_5,25.7
2021-01-10,type_3,381.276,22.44715141146279,0,1,market_5,27.2
2021-01-10,type_2,93.5336,10.0,0,1,market_5,27.2
2021-01-11,type_3,1262.09728,10.0,0,0,market_5,26.0
2021-01-11,type_1,2436.60688,10.0,0,0,market_5,26.0
2021-01-11,type_2,430.76224,10.0,0,0,market_5,26.0
2021-01-12,type_3,1289.17728,10.0,0,0,market_5,26.2
2021-01-12,type_1,3247.66064,10.0,0,0,market_5,26.2
2021-01-12,type_2,463.77728,10.0,0,0,market_5,26.2
2021-01-13,type_3,1228.0528000000002,10.0,0,0,market_5,25.4
2021-01-13,type_1,2848.62096,10.0,0,0,market_5,25.4
2021-01-13,type_2,353.73712,10.0,0,0,market_5,25.4
2021-01-14,type_3,1381.55248,10.0,0,0,market_5,25.8
2021-01-14,type_1,2930.41488,10.0,0,0,market_5,25.8
2021-01-14,type_2,312.86512,10.0,0,0,market_5,25.8
2021-01-15,type_3,1396.09072,10.0,0,1,market_5,26.8
2021-01-15,type_1,3415.66512,23.323395669291337,0,1,market_5,26.8
2021-01-15,type_2,388.01808,10.0,0,1,market_5,26.8
2021-01-16,type_3,895.8184,22.44715141146279,0,1,market_5,25.4
2021-01-16,type_1,137.27936,23.323395669291337,0,1,market_5,25.4
2021-01-16,type_2,427.90592,10.0,0,1,market_5,25.4
2021-01-17,type_3,830.0707199999999,22.44715141146279,0,1,market_5,26.3
2021-01-17,type_1,292.88128000000006,23.323395669291337,0,1,market_5,26.3
2021-01-17,type_2,265.72336,10.0,0,1,market_5,26.3
2021-01-18,type_3,1309.6344,10.0,0,0,market_5,25.9
2021-01-18,type_1,3149.6702400000004,23.323395669291337,0,0,market_5,25.9
2021-01-18,type_2,451.61872,10.0,0,0,market_5,25.9
2021-01-19,type_3,1253.30016,10.0,0,0,market_5,25.8
2021-01-19,type_1,3132.08512,10.0,0,0,market_5,25.8
2021-01-19,type_2,456.0072,10.0,0,0,market_5,25.8
2021-01-20,type_3,1078.8928,10.0,0,0,market_5,25.3
2021-01-20,type_1,2337.60912,10.0,0,0,market_5,25.3
2021-01-20,type_2,254.29088000000002,10.0,0,0,market_5,25.3
2021-01-21,type_3,2336.13008,10.0,0,0,market_5,26.1
2021-01-21,type_1,5706.68352,10.0,0,0,market_5,26.1
2021-01-21,type_2,856.74064,10.0,0,0,market_5,26.1
2021-01-22,type_3,1108.7001599999999,10.0,0,1,market_5,26.1
2021-01-22,type_1,3383.19264,23.323395669291337,0,1,market_5,26.1
2021-01-22,type_2,431.73744,10.0,0,1,market_5,26.1
2021-01-23,type_3,591.7523199999999,10.0,0,1,market_5,25.8
2021-01-23,type_1,173.8416,23.323395669291337,0,1,market_5,25.8
2021-01-23,type_2,175.05232,10.0,0,1,market_5,25.8
2021-01-24,type_3,771.42512,10.0,0,1,market_5,25.9
2021-01-24,type_1,343.84224,23.323395669291337,0,1,market_5,25.9
2021-01-24,type_2,185.27696,14.152384682332464,0,1,market_5,25.9
2021-01-25,type_3,2181.01088,10.0,0,0,market_5,26.4
2021-01-25,type_1,4954.296480000001,23.323395669291337,0,0,market_5,26.4
2021-01-25,type_2,567.9488,10.0,0,0,market_5,26.4
2021-01-26,type_3,904.67184,10.0,0,0,market_5,25.1
2021-01-26,type_1,2679.10032,10.0,0,0,market_5,25.1
2021-01-26,type_2,199.03472,10.0,0,0,market_5,25.1
2021-01-27,type_3,1410.03296,10.0,0,0,market_5,25.2
2021-01-27,type_1,3560.40432,10.0,0,0,market_5,25.2
2021-01-27,type_2,487.97472,10.0,0,0,market_5,25.2
2021-01-28,type_3,1162.9904,10.0,0,0,market_5,25.8
2021-01-28,type_1,3041.0723199999998,10.0,0,0,market_5,25.8
2021-01-28,type_2,419.9056,10.0,1,0,market_5,25.8
2021-01-29,type_3,1393.00736,10.0,0,1,market_5,28.0
2021-01-29,type_1,3026.82336,10.0,0,1,market_5,28.0
2021-01-29,type_2,347.27264,10.0,0,1,market_5,28.0
2021-01-30,type_3,2101.89392,10.0,0,1,market_5,24.8
2021-01-30,type_1,6409.56992,10.0,1,1,market_5,24.8
2021-01-30,type_2,779.6001600000001,10.0,0,1,market_5,24.8
2021-01-31,type_3,2080.7112,10.0,0,1,market_5,24.3
2021-01-31,type_1,6630.178080000001,10.0,0,1,market_5,24.3
2021-01-31,type_2,762.49232,10.0,0,1,market_5,24.3
2021-02-01,type_3,1207.29808,10.0,0,0,market_5,25.6
2021-02-01,type_1,2505.82896,23.323395669291337,0,0,market_5,25.6
2021-02-01,type_2,315.70688,10.0,0,0,market_5,25.6
2021-02-02,type_3,1282.54656,10.0,0,0,market_5,27.7
2021-02-02,type_1,2842.50688,10.0,1,0,market_5,27.7
2021-02-02,type_2,346.37008000000003,10.0,0,0,market_5,27.7
2021-02-03,type_3,1309.53776,10.0,0,0,market_5,26.4
2021-02-03,type_1,2713.74512,23.323395669291337,0,0,market_5,26.4
2021-02-03,type_2,434.68384000000003,10.0,0,0,market_5,26.4
2021-02-04,type_3,1387.17296,10.0,0,0,market_5,26.3
2021-02-04,type_1,2986.94,10.0,0,0,market_5,26.3
2021-02-04,type_2,438.5912,10.0,0,0,market_5,26.3
2021-02-05,type_3,1435.2878400000002,10.0,0,1,market_5,27.5
2021-02-05,type_1,3491.1916800000004,23.323395669291337,0,1,market_5,27.5
2021-02-05,type_2,422.15328000000005,10.0,0,1,market_5,27.5
2021-02-06,type_3,2104.82032,10.0,0,1,market_5,26.4
2021-02-06,type_1,6224.2648,10.0,0,1,market_5,26.4
2021-02-06,type_2,620.73504,10.0,0,1,market_5,26.4
2021-02-07,type_3,2030.08128,10.0,0,1,market_5,26.3
2021-02-07,type_1,7091.43376,23.323395669291337,1,1,market_5,26.3
2021-02-07,type_2,650.1734399999999,10.0,0,1,market_5,26.3
2021-02-08,type_3,1182.16448,10.0,0,0,market_5,27.1
2021-02-08,type_1,2260.95472,23.323395669291337,0,0,market_5,27.1
2021-02-08,type_2,221.61168,10.0,0,0,market_5,27.1
2021-02-09,type_3,1206.0648,10.0,0,0,market_5,26.8
2021-02-09,type_1,2625.78864,10.0,0,0,market_5,26.8
2021-02-09,type_2,248.37008,10.0,0,0,market_5,26.8
2021-02-10,type_3,1210.84144,10.0,0,0,market_5,24.4
2021-02-10,type_1,3197.99056,10.0,0,0,market_5,24.4
2021-02-10,type_2,254.19168,10.0,0,0,market_5,24.4
2021-02-11,type_3,1271.43296,10.0,0,0,market_5,25.7
2021-02-11,type_1,2918.43776,10.0,0,0,market_5,25.7
2021-02-11,type_2,381.70128000000005,10.0,0,0,market_5,25.7
2021-02-12,type_3,1261.1096000000002,10.0,0,1,market_5,25.2
2021-02-12,type_1,2936.5692799999997,10.0,0,1,market_5,25.2
2021-02-12,type_2,357.38144,10.0,0,1,market_5,25.2
