date,store_type,sales,discount_average,has_new_product,is_weekend,market,tavg
2021-09-17,type_3,1091.853,37.72,1,1,market_6,27.0
2021-09-20,type_1,1723.977,30.44,1,0,market_6,26.5
2021-09-21,type_1,1778.832,30.0,1,0,market_6,26.4
2021-09-22,type_3,536.355,30.75,1,0,market_6,27.8
2021-09-22,type_1,3810.9510000000005,30.93,1,0,market_6,27.8
2021-09-22,type_2,245.799,10.0,1,0,market_6,27.8
2021-09-24,type_3,616.734,30.0,1,1,market_6,27.8
2021-09-24,type_2,6.309,10.0,1,1,market_6,27.8
2021-09-25,type_3,113.175,33.04,0,1,market_6,27.7
2021-09-28,type_3,349.164,30.49,1,0,market_6,27.1
2021-09-29,type_3,3595.14,38.36,1,0,market_6,27.2
2021-09-29,type_1,6990.03,30.91,1,0,market_6,27.2
2021-09-29,type_2,573.9390000000001,10.0,1,0,market_6,27.2
2021-09-30,type_3,3747.024,30.45,1,0,market_6,26.8
2021-09-30,type_1,4364.622,30.0,1,0,market_6,26.8
2021-09-30,type_2,261.63,10.0,1,0,market_6,26.8
2021-10-01,type_3,3288.0060000000003,32.6,1,1,market_6,26.6
2021-10-01,type_1,6247.566,36.03,1,1,market_6,26.6
2021-10-01,type_2,424.485,10.0,1,1,market_6,26.6
2021-10-02,type_3,3884.022,37.3,1,1,market_6,26.3
2021-10-02,type_1,9583.506000000001,31.18,1,1,market_6,26.3
2021-10-02,type_2,727.578,18.89,1,1,market_6,26.3
2021-10-03,type_3,3024.9,36.67,0,1,market_6,27.9
2021-10-03,type_1,7035.920999999999,36.03,1,1,market_6,27.9
2021-10-03,type_2,455.076,10.0,0,1,market_6,27.9
2021-10-04,type_3,2751.561,32.21,0,0,market_6,28.3
2021-10-04,type_1,6539.382,30.0,1,0,market_6,28.3
2021-10-04,type_2,431.658,10.0,0,0,market_6,28.3
2021-10-05,type_3,2580.264,31.72,0,0,market_6,27.8
2021-10-05,type_1,5318.028,36.85,1,0,market_6,27.8
2021-10-05,type_2,312.318,25.0,0,0,market_6,27.8
2021-10-06,type_3,2749.212,31.25,0,0,market_6,27.6
2021-10-06,type_1,3830.5170000000003,30.38,1,0,market_6,27.6
2021-10-06,type_2,364.185,10.0,0,0,market_6,27.6
2021-10-07,type_3,3118.6890000000003,30.0,1,0,market_6,27.8
2021-10-07,type_1,4139.505,30.0,1,0,market_6,27.8
2021-10-07,type_2,296.568,10.0,0,0,market_6,27.8
2021-10-08,type_3,3055.122,31.28,0,1,market_6,27.9
2021-10-08,type_1,5012.397,30.0,1,1,market_6,27.9
2021-10-08,type_2,339.49800000000005,16.67,0,1,market_6,27.9
2021-10-09,type_3,3359.169,31.69,0,1,market_6,27.4
2021-10-09,type_1,7893.963,31.21,1,1,market_6,27.4
2021-10-09,type_2,449.53200000000004,64.0,0,1,market_6,27.4
2021-10-10,type_3,3410.55,30.29,0,1,market_6,26.4
2021-10-10,type_1,6177.906,29.43,1,1,market_6,26.4
2021-10-10,type_2,404.586,10.0,0,1,market_6,26.4
2021-10-11,type_3,3249.1259999999997,40.5,0,0,market_6,25.3
2021-10-11,type_1,6213.951,30.0,0,0,market_6,25.3
2021-10-11,type_2,589.023,23.33,0,0,market_6,25.3
2021-10-12,type_3,2172.204,29.67,0,0,market_6,26.6
2021-10-12,type_1,4163.301,30.0,0,0,market_6,26.6
2021-10-12,type_2,215.073,10.0,0,0,market_6,26.6
2021-10-13,type_3,2476.719,31.82,0,0,market_6,26.2
2021-10-13,type_1,3948.6510000000003,30.0,0,0,market_6,26.2
2021-10-13,type_2,214.452,48.57,0,0,market_6,26.2
2021-10-14,type_3,2457.315,30.53,1,0,market_6,26.8
2021-10-14,type_1,4285.881,30.38,0,0,market_6,26.8
2021-10-14,type_2,261.513,10.0,0,0,market_6,26.8
2021-10-15,type_3,2307.735,30.0,0,1,market_6,26.4
2021-10-15,type_1,5409.189,30.0,1,1,market_6,26.4
2021-10-15,type_2,322.17300000000006,16.846515892420538,0,1,market_6,26.4
2021-10-16,type_3,4211.838,31.25,0,1,market_6,26.5
2021-10-16,type_1,8302.122,30.0,1,1,market_6,26.5
2021-10-16,type_2,555.417,10.0,0,1,market_6,26.5
2021-10-17,type_3,3171.861,30.0,0,1,market_6,26.6
2021-10-17,type_1,5376.906,36.47,1,1,market_6,26.6
2021-10-17,type_2,402.138,10.0,0,1,market_6,26.6
2021-10-18,type_3,2586.8880000000004,31.01,1,0,market_6,26.9
2021-10-18,type_1,5874.966,43.39,1,0,market_6,26.9
2021-10-18,type_2,268.074,16.846515892420538,0,0,market_6,26.9
2021-10-19,type_3,2706.867,30.64,1,0,market_6,27.1
2021-10-19,type_1,3209.463,30.0,1,0,market_6,27.1
2021-10-19,type_2,301.94100000000003,16.846515892420538,0,0,market_6,27.1
2021-10-20,type_3,2740.473,46.02,1,0,market_6,26.6
2021-10-20,type_1,3137.787,34.38,1,0,market_6,26.6
2021-10-20,type_2,302.283,10.0,0,0,market_6,26.6
2021-10-21,type_3,2274.6240000000003,73.5,0,0,market_6,26.7
2021-10-21,type_1,4096.782,38.75,1,0,market_6,26.7
2021-10-21,type_2,156.015,10.0,0,0,market_6,26.7
2021-10-22,type_3,3042.765,67.94,0,1,market_6,26.8
2021-10-22,type_1,4849.974,42.5,1,1,market_6,26.8
2021-10-22,type_2,333.027,10.0,0,1,market_6,26.8
2021-10-23,type_3,3993.7319999999995,74.8,0,1,market_6,26.5
2021-10-23,type_1,7727.112,36.36,1,1,market_6,26.5
2021-10-23,type_2,330.876,10.0,0,1,market_6,26.5
2021-10-24,type_3,2756.835,74.35,0,1,market_6,26.0
2021-10-24,type_1,6011.991,53.33,0,1,market_6,26.0
2021-10-24,type_2,380.43,10.0,0,1,market_6,26.0
2021-10-25,type_3,2781.324,65.65,1,0,market_6,26.6
2021-10-25,type_1,4162.95,30.0,1,0,market_6,26.6
2021-10-25,type_2,241.30800000000002,16.846515892420538,0,0,market_6,26.6
2021-10-26,type_3,2676.519,42.39,1,0,market_6,26.5
2021-10-26,type_1,3697.191,30.0,1,0,market_6,26.5
2021-10-26,type_2,182.70000000000002,10.0,0,0,market_6,26.5
2021-10-27,type_3,2603.628,46.63,1,0,market_6,26.6
