date,store_type,sales,discount_average,has_new_product,is_weekend,market
2021-01-02,type_1,2489.89,30.00,1,1,market_4
2021-01-02,type_2,1465.26,30.00,0,1,market_4
2021-01-03,type_1,1163.08,40.63,0,1,market_4
2021-01-03,type_2,585.53,26.54,0,1,market_4
2021-01-04,type_1,2439.86,30.00,0,0,market_4
2021-01-04,type_2,1463.82,28.80,0,0,market_4
2021-01-05,type_1,2409.42,22.86,0,0,market_4
2021-01-05,type_2,1299.99,30.00,0,0,market_4
2021-01-07,type_1,2034.73,28.00,0,0,market_4
2021-01-07,type_2,1306.16,29.37,0,0,market_4
2021-01-08,type_1,2273.61,23.13,0,1,market_4
2021-01-08,type_2,1444.80,28.75,0,1,market_4
2021-01-09,type_1,2834.84,23.41,0,1,market_4
2021-01-09,type_2,1270.42,28.75,0,1,market_4
2021-01-11,type_1,1886.76,27.50,0,0,market_4
2021-01-11,type_2,1459.55,29.50,0,0,market_4
2021-01-12,type_1,2177.98,28.18,0,0,market_4
2021-01-12,type_2,1296.23,40.14,1,0,market_4
2021-01-13,type_1,1458.07,28.71,0,0,market_4
2021-01-13,type_2,1031.31,32.41,0,0,market_4
2021-01-14,type_1,1316.69,27.71,0,0,market_4
2021-01-14,type_2,1112.44,30.00,0,0,market_4
2021-01-15,type_2,1285.27,30.65,1,1,market_4
2021-01-16,type_2,1328.81,27.11,0,1,market_4
2021-01-18,type_2,1002.29,28.85,0,0,market_4
2021-01-19,type_2,1156.38,33.15,0,0,market_4
2021-01-20,type_2,1354.91,31.62,1,0,market_4
2021-01-21,type_2,878.31,35.80,0,0,market_4
2021-01-22,type_2,1230.26,29.28,0,1,market_4
2021-01-23,type_2,910.69,29.07,0,1,market_4
2021-01-25,type_2,747.98,31.38,0,0,market_4
2021-01-26,type_2,906.84,28.17,1,0,market_4
2021-01-27,type_2,817.82,27.05,0,0,market_4
2021-01-28,type_2,855.66,28.18,0,0,market_4
2021-01-29,type_2,796.04,28.18,0,1,market_4
2021-01-30,type_2,941.27,25.79,0,1,market_4
2021-02-01,type_2,1012.52,31.71,0,0,market_4
2021-02-02,type_2,810.84,29.87,0,0,market_4
2021-02-03,type_2,885.26,29.29,0,0,market_4
2021-02-04,type_2,1022.08,28.09,0,0,market_4
2021-02-05,type_2,1093.17,27.61,0,1,market_4
2021-02-06,type_2,1177.66,32.09,0,1,market_4
2021-02-08,type_2,1016.96,30.15,0,0,market_4
2021-02-09,type_2,949.20,27.47,0,0,market_4
2021-02-10,type_2,933.54,28.78,0,0,market_4
2021-02-11,type_2,860.14,29.07,0,0,market_4
2021-02-12,type_2,1179.53,26.63,0,1,market_4
2021-02-13,type_2,1077.86,25.81,0,1,market_4
2021-02-15,type_2,1054.12,28.80,0,0,market_4
2021-02-17,type_2,888.18,30.62,0,0,market_4
2021-02-18,type_2,948.19,30.24,0,0,market_4
2021-02-19,type_2,888.66,29.28,0,1,market_4
2021-02-20,type_2,1241.26,26.11,0,1,market_4
2021-02-22,type_2,949.30,34.60,0,0,market_4
2021-02-23,type_2,880.00,30.24,0,0,market_4
2021-02-24,type_2,1369.63,30.54,1,0,market_4
2021-02-25,type_2,1227.82,28.14,0,0,market_4
2021-02-26,type_2,1236.54,28.13,1,1,market_4
2021-02-27,type_2,1021.91,29.43,0,1,market_4
2021-03-01,type_2,1125.19,33.38,0,0,market_4
2021-03-02,type_2,1084.47,29.62,0,0,market_4
2021-03-03,type_2,1167.29,28.84,1,0,market_4
2021-03-04,type_2,1314.66,26.63,1,0,market_4
2021-03-05,type_2,1315.29,29.61,0,1,market_4
2021-03-06,type_2,1411.08,27.07,0,1,market_4
2021-03-08,type_1,0.00,100.00,0,0,market_4
2021-03-08,type_2,1144.55,29.15,0,0,market_4
2021-03-09,type_2,1055.57,28.78,0,0,market_4
2021-03-10,type_2,1156.55,29.17,0,0,market_4
2021-03-11,type_2,1164.90,28.44,0,0,market_4
2021-03-12,type_2,1385.31,27.92,1,1,market_4
2021-03-13,type_1,1846.01,30.00,0,1,market_4
2021-03-13,type_2,1167.95,30.53,0,1,market_4
2021-03-15,type_1,965.07,28.67,1,0,market_4
2021-03-15,type_2,826.58,30.63,1,0,market_4
2021-03-16,type_1,1224.34,33.89,1,0,market_4
2021-03-16,type_2,905.60,25.74,0,0,market_4
2021-03-17,type_1,1136.04,24.19,0,0,market_4
2021-03-17,type_2,1059.59,26.56,0,0,market_4
2021-03-18,type_1,1121.27,27.89,0,0,market_4
2021-03-18,type_2,1222.47,27.01,0,0,market_4
2021-03-19,type_1,1324.77,40.29,1,1,market_4
2021-03-19,type_2,1078.68,26.74,0,1,market_4
2021-03-20,type_1,1993.58,27.78,1,1,market_4
2021-03-20,type_2,1056.48,27.58,0,1,market_4
2021-03-22,type_1,1317.38,29.23,0,0,market_4
2021-03-22,type_2,905.69,28.60,0,0,market_4
2021-03-23,type_1,907.52,26.67,1,0,market_4
2021-03-23,type_2,895.90,29.55,0,0,market_4
2021-03-24,type_1,1080.21,26.30,0,0,market_4
2021-03-24,type_2,804.77,26.98,0,0,market_4
2021-03-25,type_1,1159.22,26.77,1,0,market_4
2021-03-25,type_2,870.99,25.83,0,0,market_4
2021-03-26,type_1,1215.01,28.79,0,1,market_4
2021-03-26,type_2,787.51,28.47,0,1,market_4
2021-03-27,type_1,1728.50,27.89,0,1,market_4
2021-03-27,type_2,999.85,24.48,0,1,market_4
2021-03-29,type_1,1909.58,26.25,1,0,market_4
2021-03-29,type_2,1148.50,26.25,1,0,market_4
2021-03-30,type_1,1734.20,30.00,0,0,market_4
2021-03-30,type_2,831.53,30.00,0,0,market_4
2021-03-31,type_1,1694.38,30.00,1,0,market_4
2021-03-31,type_2,1106.02,28.15,0,0,market_4
2021-04-01,type_1,1427.84,28.75,1,0,market_4
2021-04-01,type_2,728.34,30.45,0,0,market_4
2021-04-03,type_1,1975.30,30.00,0,1,market_4
2021-04-03,type_2,1252.64,28.77,0,1,market_4
2021-04-05,type_1,1240.35,29.00,1,0,market_4
2021-04-05,type_2,913.38,28.91,1,0,market_4
2021-04-06,type_1,1301.89,29.13,0,0,market_4
2021-04-06,type_2,1072.85,30.83,0,0,market_4
2021-04-07,type_1,1362.49,32.78,1,0,market_4
2021-04-07,type_2,1052.16,33.46,0,0,market_4
2021-04-08,type_1,1549.01,29.00,0,0,market_4
2021-04-08,type_2,707.84,32.16,0,0,market_4
2021-04-09,type_1,1487.07,31.92,1,1,market_4
2021-04-09,type_2,997.35,25.07,1,1,market_4
2021-04-10,type_1,1769.56,28.33,1,1,market_4
2021-04-10,type_2,1088.37,27.39,0,1,market_4
2021-04-12,type_1,1395.42,27.89,0,0,market_4
2021-04-12,type_2,1093.65,29.43,0,0,market_4
2021-04-13,type_1,1350.85,38.89,0,0,market_4
2021-04-13,type_2,835.33,30.46,0,0,market_4
2021-04-14,type_1,1432.11,29.19,1,0,market_4
2021-04-14,type_2,894.89,27.95,1,0,market_4
2021-04-15,type_1,1421.50,38.65,0,0,market_4
2021-04-15,type_2,902.26,28.59,0,0,market_4
2021-04-16,type_1,1369.79,27.50,1,1,market_4
2021-04-16,type_2,839.25,26.54,0,1,market_4
2021-04-17,type_1,2261.29,26.36,1,1,market_4
2021-04-17,type_2,1078.23,26.51,0,1,market_4
2021-04-19,type_1,1563.61,29.35,0,0,market_4
2021-04-19,type_2,1033.46,27.34,1,0,market_4
2021-04-20,type_1,1439.46,30.00,1,0,market_4
2021-04-20,type_2,884.03,27.01,0,0,market_4
2021-04-21,type_1,1406.57,28.57,0,0,market_4
2021-04-21,type_2,1023.70,27.43,0,0,market_4
2021-04-22,type_1,1217.21,29.13,1,0,market_4
2021-04-22,type_2,1035.32,27.89,0,0,market_4
2021-04-23,type_1,1460.91,29.23,0,1,market_4
2021-04-23,type_2,1166.21,27.65,0,1,market_4
2021-04-24,type_1,2410.08,30.00,0,1,market_4
2021-04-24,type_2,1107.69,27.24,0,1,market_4
2021-04-26,type_1,1448.41,27.14,0,0,market_4
2021-04-26,type_2,933.21,28.68,1,0,market_4
2021-04-27,type_1,1238.58,37.00,1,0,market_4
2021-04-27,type_2,894.35,30.00,0,0,market_4
2021-04-28,type_1,1370.45,30.00,0,0,market_4
2021-04-28,type_2,960.60,33.07,0,0,market_4
2021-04-29,type_1,1315.77,30.00,0,0,market_4
2021-04-29,type_2,931.10,30.99,0,0,market_4
2021-04-30,type_1,1761.70,27.50,1,1,market_4
2021-04-30,type_2,1078.74,26.22,0,1,market_4
2021-05-02,type_1,811.37,28.18,0,1,market_4
2021-05-02,type_2,302.88,27.83,0,1,market_4
2021-05-03,type_1,1826.40,29.33,0,0,market_4
2021-05-03,type_2,1180.62,29.82,0,0,market_4
2021-05-04,type_1,1479.57,30.00,1,0,market_4
2021-05-04,type_2,976.56,26.00,0,0,market_4
